Año,Mes,Departamento,Ciudad,País de Residencia,Extranjeros no Residentes
2018,11,Antioquia,Medellín,Mauritania,1
2018,11,Valle del Cauca,Caicedonia,Estados Unidos,14
2018,11,Norte de Santander,Villa del Rosario,Italia,1
2018,11,Cundinamarca,Silvania,Estados Unidos,3
2018,11,Norte de Santander,Cúcuta,Uruguay,7
2018,11,Bolívar,Cartagena,Chipre,2
2018,11,Cundinamarca,Agua de Dios,Italia,2
2018,11,Cundinamarca,Funza,Chile,1
2018,11,Meta,Villavicencio,República Dominicana,6
2018,11,Casanare,Yopal,Costa Rica,7
2018,11,Antioquia,Yondó,Ecuador,2
2018,11,Valle del Cauca,Buenaventura,Dinamarca,2
2018,11,Huila,Pitalito,Australia,1
2018,11,Quindío,Armenia,Arabia Saudita,1
2018,11,Santander,Bucaramanga,Guyana,2
2018,11,Bogota D.C.,"Bogotá, D.C.",Emiratos Árabes Unidos,16
2018,11,Valle del Cauca,Cali,Noruega,12
2018,11,Cundinamarca,Fusagasugá,Grecia,2
2018,11,Tolima,Melgar,Honduras,1
2018,11,Valle del Cauca,Cali,Austria,24
2018,11,Caquetá,San Vicente del Caguán,México,1
2018,11,Nariño,Albán,Chile,1
2018,11,Sin Especificar,Sin Especificar,Costa Rica,2
2018,11,Cundinamarca,Tocancipá,Perú,17
2018,11,Cesar,Valledupar,Costa Rica,1
2018,11,Atlántico,Barranquilla,Rusia,17
2018,11,Tolima,Ibagué,República Dominicana,3
2018,11,Boyacá,Duitama,Ecuador,2
2018,11,Quindío,Circasia,Singapur,1
2018,11,Nariño,Ipiales,España,25
2018,11,Santander,Barrancabermeja,Cuba,1
2018,11,San Andres y Providencia,Providencia,Australia,4
2018,11,Antioquia,Envigado,Costa Rica,6
2018,11,Cauca,Santander de Quilichao,Estados Unidos,1
2018,11,Tolima,Ibagué,Dinamarca,1
2018,11,Valle del Cauca,Palmira,Paraguay,2
2018,11,Amazonas,Leticia,Singapur,1
2018,11,Guainía,Inírida,Estados Unidos,1
2018,11,Córdoba,Montería,Países Bajos,6
2018,11,Atlántico,Barranquilla,Bahamas,3
2018,11,Santander,Floridablanca,Aruba,3
2018,11,Norte de Santander,Cúcuta,Portugal,7
2018,11,Nariño,Pasto,Corea del Sur,3
2018,11,Santander,Bucaramanga,Portugal,5
2018,11,Valle del Cauca,Calima,Países Bajos,1
2018,11,Cundinamarca,Agua de Dios,Países Bajos,1
2018,11,Cundinamarca,Gachala,Brasil,1
2018,11,Córdoba,Montería,Finlandia,1
2018,11,Córdoba,San Antero,Uruguay,1
2018,11,Bolívar,Cartagena,Mauricio,5
2018,11,Antioquia,Medellín,Honduras,121
2018,11,Santander,Barrancabermeja,Brasil,2
2018,11,Antioquia,Medellín,Turquía,36
2018,11,Antioquia,Medellín,Guatemala,296
2018,11,Norte de Santander,Cúcuta,Francia,6
2018,11,Santander,Bucaramanga,Puerto Rico,5
2018,11,Magdalena,Santa Marta,Israel,10
2018,11,Arauca,Tame,Estados Unidos,1
2018,11,Tolima,Melgar,Puerto Rico,1
2018,11,Amazonas,Puerto Nariño,Alemania,2
2018,11,Antioquia,Guarne,Panamá,2
2018,11,Santander,Bucaramanga,Italia,17
2018,11,Caldas,Anserma,Reino Unido,1
2018,11,Cauca,Corinto,Argentina,2
2018,11,Tolima,Guamo,Ecuador,1
2018,11,Vaupés,Caruru,Estados Unidos,1
2018,11,Bolívar,Cartagena,Nigeria,4
2018,11,Cundinamarca,Funza,Ecuador,2
2018,11,Casanare,Yopal,Reino Unido,1
2018,11,Atlántico,Baranoa,Países Bajos,1
2018,11,Risaralda,Pereira,El Salvador,12
2018,11,Cesar,Valledupar,India,14
2018,11,Nariño,Pasto,Argentina,20
2018,11,Santander,Floridablanca,Irlanda,1
2018,11,Valle del Cauca,Jamundí,Países Bajos,1
2018,11,Boyacá,Sogamoso,Rusia,1
2018,11,Risaralda,Santa Rosa de Cabal,Ecuador,2
2018,11,Casanare,Aguazul,Panamá,1
2018,11,Sin Especificar,Sin Especificar,República Dominicana,21
2018,11,Bolívar,Cartagena,Eslovaquia,13
2018,11,Boyacá,Duitama,Nicaragua,1
2018,11,Bolívar,Cartagena,Andorra,1
2018,11,Bolívar,Turbaco,Panamá,1
2018,11,Sucre,San Onofre,Países Bajos,1
2018,11,Antioquia,Turbo,República Dominicana,1
2018,11,Tolima,Ibagué,Nicaragua,2
2018,11,Atlántico,Sabanagrande,Estados Unidos,1
2018,11,Valle del Cauca,Roldanillo,Estados Unidos,3
2018,11,Antioquia,Envigado,Corea del Sur,1
2018,11,Bolívar,Calamar,Chile,2
2018,11,Antioquia,Medellín,India,126
2018,11,Cundinamarca,Pacho,Estados Unidos,1
2018,11,Valle del Cauca,Calima,México,1
2018,11,Valle del Cauca,Pradera,Costa Rica,1
2018,11,Atlántico,Barranquilla,Islas Caimán,2
2018,11,Cundinamarca,Sesquilé,Perú,1
2018,11,San Andres y Providencia,San Andrés,Organismos internacionales,2
2018,11,Valle del Cauca,Buenaventura,Honduras,1
2018,11,Tolima,Ibagué,Suecia,1
2018,11,Magdalena,Santa Marta,Ecuador,87
2018,11,Norte de Santander,Pamplona,Perú,2
2018,11,Norte de Santander,Cúcuta,Isla Norfolk,1
2018,11,Magdalena,Santa Marta,Suecia,13
2018,11,Córdoba,Ciénaga de Oro,Argentina,1
2018,11,Risaralda,Pereira,Guatemala,33
2018,11,Putumayo,Puerto Asís,España,1
2018,11,Valle del Cauca,Yumbo,España,6
2018,11,La Guajira,Maicao,República Dominicana,2
2018,11,Antioquia,Jardín,Estados Unidos,2
2018,11,Valle del Cauca,Buenaventura,Chile,12
2018,11,Sucre,Corozal,Chile,1
2018,11,Córdoba,Moñitos,Estados Unidos,1
2018,11,Valle del Cauca,Bugalagrande,Francia,1
2018,11,Magdalena,Santa Marta,Rusia,18
2018,11,Antioquia,Itagui,Argentina,1
2018,11,Quindío,Calarca,Brasil,1
2018,11,Caldas,Manizales,Panamá,25
2018,11,Cundinamarca,Tabio,México,2
2018,11,Bogota D.C.,"Bogotá, D.C.",Estonia,49
2018,11,Casanare,Yopal,Perú,3
2018,11,La Guajira,Riohacha,Alemania,5
2018,11,Córdoba,Planeta Rica,El Salvador,1
2018,11,Bogota D.C.,"Bogotá, D.C.",Bielorrusia,13
2018,11,Antioquia,La Ceja,Chile,2
2018,11,Antioquia,La Ceja,Canadá,1
2018,11,Bogota D.C.,"Bogotá, D.C.",Islas Cocos,1
2018,11,Quindío,Armenia,Marruecos,1
2018,11,Antioquia,Rionegro,Perú,24
2018,11,Cundinamarca,Guasca,Alemania,2
2018,11,Bogota D.C.,"Bogotá, D.C.",Islandia,12
2018,11,Magdalena,Santa Ana,India,1
2018,11,Antioquia,Carepa,Brasil,1
2018,11,Cundinamarca,Cajicá,Guatemala,2
2018,11,Valle del Cauca,Palmira,Italia,6
2018,11,Cundinamarca,Viotá,Alemania,2
2018,11,Nariño,Albán,Australia,1
2018,11,Bogota D.C.,"Bogotá, D.C.",Mongolia,1
2018,11,Córdoba,Montelíbano,Australia,2
2018,11,Cundinamarca,El Peñón,México,1
2018,11,Caldas,Chinchiná,Perú,2
2018,11,Cundinamarca,Sopó,Cuba,2
2018,11,Cundinamarca,Agua de Dios,Ecuador,2
2018,11,Atlántico,Barranquilla,Guatemala,28
2018,11,Antioquia,Medellín,Croacia,8
2018,11,Vichada,Puerto Carreño,Perú,1
2018,11,Santander,Floridablanca,República Dominicana,1
2018,11,San Andres y Providencia,San Andrés,Islas Caimán,1
2018,11,Nariño,San Pablo,Perú,1
2018,11,Risaralda,Santa Rosa de Cabal,Guatemala,1
2018,11,Atlántico,Barranquilla,Puerto Rico,35
2018,11,Atlántico,Baranoa,Estados Unidos,7
2018,11,Bolívar,Cartagena,Angola,1
2018,11,Cundinamarca,Chía,Reino Unido,3
2018,11,Boyacá,Almeida,Estados Unidos,1
2018,11,Boyacá,Nobsa,Brasil,1
2018,11,Sucre,Coveñas,Argentina,1
2018,11,Quindío,Filandia,Polonia,1
2018,11,Atlántico,Barranquilla,Myanmar,3
2018,11,Quindío,Salento,México,5
2018,11,Cesar,Valledupar,Argentina,34
2018,11,Antioquia,Apartadó,Estados Unidos,12
2018,11,Valle del Cauca,Cartago,Aruba,4
2018,11,Caldas,La Dorada,Israel,1
2018,11,Antioquia,Sabaneta,México,5
2018,11,Bogota D.C.,"Bogotá, D.C.",Bermudas,1
2018,11,Antioquia,Yarumal,Chile,2
2018,11,Antioquia,Medellín,Sri Lanka,4
2018,11,Tolima,Ibagué,Corea del Sur,2
2018,11,Antioquia,Sabaneta,Guatemala,3
2018,11,Antioquia,Caucasia,España,2
2018,11,Bolívar,Cartagena,Estonia,9
2018,11,Casanare,Yopal,Alemania,3
2018,11,Valle del Cauca,Guadalajara de Buga,Perú,2
2018,11,Cauca,Popayán,Reino Unido,9
2018,11,Amazonas,Leticia,India,1
2018,11,Bogota D.C.,"Bogotá, D.C.",Bahamas,11
2018,11,Cauca,Miranda,Paraguay,1
2018,11,Antioquia,Medellín,Nicaragua,40
2018,11,Valle del Cauca,Palmira,Honduras,3
2018,11,Meta,Villavicencio,Países Bajos,2
2018,11,Cundinamarca,Fusagasugá,Puerto Rico,1
2018,11,Norte de Santander,Cúcuta,Siria,1
2018,11,Cundinamarca,Facatativá,Estados Unidos,17
2018,11,Cesar,Valledupar,Bélgica,10
2018,11,Magdalena,Santa Marta,Turquía,1
2018,11,Norte de Santander,Cúcuta,Dinamarca,2
2018,11,Magdalena,Algarrobo,México,1
2018,11,Risaralda,Pereira,Curazao,1
2018,11,Valle del Cauca,Jamundí,Turquía,1
2018,11,Valle del Cauca,La Unión,Panamá,2
2018,11,Antioquia,Rionegro,Canadá,2
2018,11,Magdalena,Santa Marta,Tailandia,1
2018,11,Bolívar,Cartagena,Brasil,3659
2018,11,Vichada,Puerto Carreño,Ecuador,1
2018,11,Cundinamarca,Macheta,España,2
2018,11,Cundinamarca,Chía,Uruguay,1
2018,11,La Guajira,La Jagua del Pilar,Perú,1
2018,11,Cundinamarca,La Calera,Bélgica,1
2018,11,Atlántico,Baranoa,Costa Rica,1
2018,11,Cundinamarca,Chipaque,Bolivia,1
2018,11,Cundinamarca,Anapoima,Canadá,3
2018,11,Cauca,Popayán,República Dominicana,1
2018,11,Huila,La Plata,República Dominicana,1
2018,11,Antioquia,Medellín,Emiratos Árabes Unidos,3
2018,11,Cundinamarca,Anapoima,Puerto Rico,1
2018,11,La Guajira,Maicao,República Checa,1
2018,11,Meta,Villavicencio,Francia,2
2018,11,Norte de Santander,Cúcuta,Austria,2
2018,11,Magdalena,Santa Marta,Japón,9
2018,11,Valle del Cauca,Roldanillo,Ecuador,2
2018,11,Quindío,Pijao,Canadá,1
2018,11,Antioquia,Guadalupe,Estados Unidos,2
2018,11,Amazonas,Puerto Nariño,Francia,5
2018,11,Córdoba,Montelíbano,Irlanda,1
2018,11,Quindío,Filandia,Bélgica,1
2018,11,Cundinamarca,La Vega,Reino Unido,1
2018,11,Nariño,Ipiales,México,8
2018,11,Norte de Santander,Cúcuta,Perú,138
2018,11,Antioquia,Medellín,Vietnam,1
2018,11,Cundinamarca,Chía,Croacia,1
2018,11,Córdoba,Montería,Argentina,16
2018,11,Antioquia,San Pedro de Los Milagros,Ecuador,1
2018,11,Cauca,López,España,1
2018,11,Valle del Cauca,Cali,Letonia,1
2018,11,Nariño,Pasto,Portugal,4
2018,11,Valle del Cauca,Tuluá,Brasil,6
2018,11,Caldas,Aguadas,México,2
2018,11,San Andres y Providencia,San Andrés,Australia,3
2018,11,Cauca,Popayán,Suecia,1
2018,11,Amazonas,Leticia,Estados Unidos,22
2018,11,Cesar,Valledupar,Sudáfrica,13
2018,11,Antioquia,San Carlos,España,1
2018,11,Norte de Santander,Villa del Rosario,Argentina,2
2018,11,Magdalena,Algarrobo,Madagascar,1
2018,11,Risaralda,Santa Rosa de Cabal,Chile,1
2018,11,Santander,Girón,Italia,1
2018,11,Santander,Floridablanca,Perú,6
2018,11,Cundinamarca,Tocancipá,México,6
2018,11,Cundinamarca,Nilo,Panamá,1
2018,11,Valle del Cauca,La Cumbre,Costa Rica,4
2018,11,Bogota D.C.,"Bogotá, D.C.",Marruecos,26
2018,11,Antioquia,Medellín,Mauricio,1
2018,11,Santander,Bucaramanga,Honduras,15
2018,11,Boyacá,Villa de Leyva,Rusia,4
2018,11,Atlántico,Baranoa,Brasil,1
2018,11,Atlántico,Baranoa,España,3
2018,11,Atlántico,Soledad,Puerto Rico,1
2018,11,Cundinamarca,Zipaquirá,España,6
2018,11,Valle del Cauca,Cali,Dominica,1
2018,11,Valle del Cauca,Palmira,Canadá,1
2018,11,Bolívar,Mompós,Estados Unidos,1
2018,11,Cundinamarca,Tocancipá,Polonia,11
2018,11,Cundinamarca,La Calera,España,6
2018,11,Cauca,Popayán,Costa Rica,3
2018,11,Magdalena,Algarrobo,Países Bajos,1
2018,11,Cundinamarca,Ubalá,Francia,1
2018,11,Antioquia,La Ceja,Perú,1
2018,11,Atlántico,Baranoa,México,1
2018,11,Cundinamarca,Sopó,Alemania,1
2018,11,Sin Especificar,Sin Especificar,Guatemala,6
2018,11,Valle del Cauca,Palmira,Guatemala,5
2018,11,Bogota D.C.,"Bogotá, D.C.",Nepal,5
2018,11,Cundinamarca,Fusagasugá,Chile,1
2018,11,Norte de Santander,Pamplona,Chile,1
2018,11,Nariño,Ipiales,Panamá,5
2018,11,Meta,Villavicencio,Bélgica,5
2018,11,Norte de Santander,Ocaña,Italia,1
2018,11,Bolívar,Cartagena,España,902
2018,11,Valle del Cauca,Buenaventura,Bélgica,4
2018,11,Valle del Cauca,Cali,Singapur,1
2018,11,Sucre,Los Palmitos,Reino Unido,1
2018,11,Bolívar,Cartagena,San Vicente y las Granadinas,1
2018,11,Norte de Santander,Cúcuta,Aruba,1
2018,11,Antioquia,Turbo,Costa Rica,2
2018,11,Valle del Cauca,Buenaventura,Bolivia,1
2018,11,Córdoba,Montería,Guatemala,2
2018,11,Nariño,Pasto,China,1
2018,11,Córdoba,Cereté,Guatemala,1
2018,11,Huila,Neiva,Bolivia,1
2018,11,Valle del Cauca,La Victoria,Australia,1
2018,11,Risaralda,Pereira,Argentina,46
2018,11,San Andres y Providencia,Providencia,Alemania,7
2018,11,Risaralda,Pereira,Polonia,4
2018,11,Valle del Cauca,Buenaventura,Brasil,2
2018,11,Norte de Santander,Cúcuta,Nueva Zelanda,1
2018,11,Valle del Cauca,Cali,Perú,614
2018,11,Cundinamarca,Mosquera,Chile,1
2018,11,Bolívar,Achí,España,2
2018,11,Cauca,Popayán,Canadá,9
2018,11,Boyacá,Tunja,Argentina,7
2018,11,Bogota D.C.,"Bogotá, D.C.",Países Bajos,2593
2018,11,Santander,Bucaramanga,Costa Rica,27
2018,11,Huila,Neiva,México,10
2018,11,Cundinamarca,Cota,Canadá,1
2018,11,Antioquia,Carepa,República Dominicana,1
2018,11,Putumayo,Mocoa,Chile,3
2018,11,Antioquia,Medellín,Jordania,3
2018,11,Nariño,Pasto,Ecuador,218
2018,11,Norte de Santander,Cúcuta,Palestina,1
2018,11,Boyacá,Tunja,Guatemala,1
2018,11,Antioquia,Bello,Reino Unido,1
2018,11,Bolívar,Cartagena,Ghana,1
2018,11,Valle del Cauca,Dagua,Ecuador,2
2018,11,Antioquia,Marinilla,Panamá,1
2018,11,Chocó,Quibdó,Honduras,1
2018,11,Risaralda,Pereira,Nicaragua,5
2018,11,Magdalena,Santa Marta,Rumania,1
2018,11,Bogota D.C.,"Bogotá, D.C.",Japón,460
2018,11,Antioquia,Itagui,Reino Unido,2
2018,11,Bolívar,Achí,Cuba,1
2018,11,Cundinamarca,La Calera,Ecuador,2
2018,11,Atlántico,Barranquilla,China,41
2018,11,Quindío,Salento,Estados Unidos,21
2018,11,Putumayo,Mocoa,España,11
2018,11,Magdalena,Santa Marta,Corea del Sur,8
2018,11,Valle del Cauca,Cali,Uganda,1
2018,11,Valle del Cauca,Palmira,Rumania,1
2018,11,Magdalena,Santa Marta,Bulgaria,1
2018,11,Santander,Curití,El Salvador,1
2018,11,Magdalena,Santa Marta,Italia,48
2018,11,Antioquia,Medellín,Italia,325
2018,11,Antioquia,Envigado,Perú,20
2018,11,Caldas,Palestina,Países Bajos,2
2018,11,Boyacá,Tunja,España,9
2018,11,Valle del Cauca,Cartago,España,29
2018,11,Cundinamarca,Agua de Dios,Bolivia,1
2018,11,Atlántico,Baranoa,Guatemala,1
2018,11,Boyacá,Duitama,Perú,1
2018,11,Boyacá,Tunja,Perú,2
2018,11,Antioquia,Medellín,Burundi,1
2018,11,Córdoba,Montelíbano,Costa Rica,1
2018,11,Atlántico,Sabanalarga,España,1
2018,11,Norte de Santander,Cúcuta,Países Bajos,8
2018,11,Bolívar,Cartagena,Albania,4
2018,11,Santander,Barbosa,Estados Unidos,4
2018,11,Cundinamarca,Funza,Perú,1
2018,11,Caldas,La Dorada,España,1
2018,11,Caldas,Manizales,México,66
2018,11,Bogota D.C.,"Bogotá, D.C.",Estados Unidos,20407
2018,11,Valle del Cauca,Calima,Honduras,1
2018,11,Boyacá,Sogamoso,Guatemala,1
2018,11,Valle del Cauca,El Cerrito,España,5
2018,11,Risaralda,Apía,España,3
2018,11,Antioquia,Buriticá,Chile,2
2018,11,Huila,Neiva,Países Bajos,8
2018,11,Bolívar,Cartagena,Jordania,1
2018,11,Quindío,Armenia,Honduras,1
2018,11,Cundinamarca,Madrid,Ecuador,3
2018,11,Meta,Villavicencio,Uruguay,1
2018,11,Bogota D.C.,"Bogotá, D.C.",Croacia,55
2018,11,Antioquia,Sabaneta,Países Bajos,3
2018,11,Valle del Cauca,Cali,Uruguay,34
2018,11,Nariño,San Andres de Tumaco,Honduras,1
2018,11,Magdalena,Santa Ana,Costa Rica,1
2018,11,Chocó,Acandí,Irlanda,7
2018,11,Bogota D.C.,"Bogotá, D.C.",España,6454
2018,11,Quindío,Circasia,Francia,1
2018,11,Tolima,Guamo,Estados Unidos,1
2018,11,Caldas,Anserma,Ecuador,1
2018,11,Antioquia,Medellín,El Salvador,253
2018,11,Norte de Santander,Cúcuta,Australia,2
2018,11,Atlántico,Barranquilla,Curazao,2
2018,11,Antioquia,Envigado,Estados Unidos,116
2018,11,Antioquia,Girardota,Estados Unidos,14
2018,11,San Andres y Providencia,San Andrés,Portugal,6
2018,11,Antioquia,Rionegro,Turquía,1
2018,11,Chocó,Bahía Solano,Alemania,1
2018,11,Cauca,Popayán,República Checa,1
2018,11,Quindío,Calarca,Perú,1
2018,11,Caldas,Manizales,Tailandia,1
2018,11,Vichada,Puerto Carreño,Brasil,2
2018,11,Valle del Cauca,Bolívar,Perú,1
2018,11,Amazonas,Leticia,Noruega,1
2018,11,La Guajira,Dibulla,Alemania,1
2018,11,Antioquia,Itagui,Panamá,8
2018,11,Antioquia,Guarne,Guatemala,1
2018,11,Valle del Cauca,Buenaventura,Francia,1
2018,11,Huila,Neiva,Cuba,2
2018,11,Atlántico,Barranquilla,Trinidad y Tobago,3
2018,11,Bolívar,Cartagena,Marruecos,4
2018,11,Quindío,Salento,Portugal,1
2018,11,Quindío,Salento,Chile,1
2018,11,Cauca,Almaguer,Estados Unidos,1
2018,11,Nariño,San Andres de Tumaco,Perú,1
2018,11,Tolima,Flandes,México,1
2018,11,Valle del Cauca,Calima,Canadá,1
2018,11,San Andres y Providencia,San Andrés,Estados Unidos,218
2018,11,Atlántico,Barranquilla,Países Bajos,93
2018,11,La Guajira,Dibulla,Austria,2
2018,11,Caquetá,Florencia,Panamá,1
2018,11,Caldas,La Dorada,Chile,2
2018,11,Santander,Bucaramanga,El Salvador,8
2018,11,Quindío,Calarca,República Dominicana,1
2018,11,Cundinamarca,Cajicá,Canadá,2
2018,11,Vichada,La Primavera,Brasil,2
2018,11,San Andres y Providencia,San Andrés,Jamaica,6
2018,11,Cundinamarca,Agua de Dios,Perú,2
2018,11,Bogota D.C.,"Bogotá, D.C.",Australia,741
2018,11,Cauca,Popayán,Organismos internacionales,1
2018,11,Sucre,Sincelejo,Perú,4
2018,11,Bogota D.C.,"Bogotá, D.C.",Rusia,328
2018,11,San Andres y Providencia,San Andrés,El Salvador,25
2018,11,Antioquia,Medellín,Andorra,3
2018,11,Valle del Cauca,Palmira,Argentina,5
2018,11,Valle del Cauca,Cali,Israel,40
2018,11,Valle del Cauca,Alcalá,Estados Unidos,16
2018,11,Antioquia,Envigado,Panamá,5
2018,11,San Andres y Providencia,San Andrés,Líbano,1
2018,11,Valle del Cauca,El Dovio,México,1
2018,11,La Guajira,Riohacha,Rusia,1
2018,11,Boyacá,Paipa,India,3
2018,11,San Andres y Providencia,San Andrés,Santa Lucia,3
2018,11,Valle del Cauca,San Pedro,Guatemala,1
2018,11,Santander,Bucaramanga,Dinamarca,2
2018,11,Norte de Santander,Cúcuta,Líbano,1
2018,11,Risaralda,Pereira,Italia,16
2018,11,Magdalena,Santa Marta,México,85
2018,11,Cauca,Popayán,Bélgica,6
2018,11,Santander,Capitanejo,Estados Unidos,1
2018,11,Bogota D.C.,"Bogotá, D.C.",Gambia,1
2018,11,Santander,Girón,Ecuador,1
2018,11,Antioquia,La Estrella,España,1
2018,11,Nariño,Pasto,Rumania,1
2018,11,Antioquia,El Carmen de Viboral,España,2
2018,11,Antioquia,Guatape,Bélgica,1
2018,11,Norte de Santander,Chinácota,Estados Unidos,2
2018,11,Antioquia,Rionegro,Argentina,3
2018,11,San Andres y Providencia,San Andrés,Uruguay,77
2018,11,Cundinamarca,Sibaté,Cuba,1
2018,11,Cundinamarca,Cajicá,Italia,2
2018,11,Amazonas,Leticia,Suiza,5
2018,11,Antioquia,Rionegro,Ecuador,10
2018,11,Cundinamarca,Cajicá,Portugal,1
2018,11,Meta,Restrepo,Francia,2
2018,11,Cauca,Caloto,Ecuador,1
2018,11,Boyacá,Tota,México,1
2018,11,Santander,Bucaramanga,Surinam,1
2018,11,Valle del Cauca,Guacarí,México,5
2018,11,Santander,Bucaramanga,Uruguay,4
2018,11,Antioquia,Medellín,Kazajistán,2
2018,11,Antioquia,Santafé de Antioquia,Croacia,1
2018,11,Antioquia,El Carmen de Viboral,Suiza,1
2018,11,Sin Especificar,Sin Especificar,Qatar,1
2018,11,Tolima,Melgar,Rusia,7
2018,11,Valle del Cauca,La Unión,España,3
2018,11,Córdoba,Montelíbano,Guatemala,1
2018,11,Chocó,Istmina,Paraguay,1
2018,11,Meta,Villavicencio,Ecuador,12
2018,11,Nariño,Ipiales,Reino Unido,9
2018,11,Tolima,Ibagué,Canadá,10
2018,11,Valle del Cauca,Roldanillo,Chile,3
2018,11,Valle del Cauca,Bugalagrande,México,7
2018,11,Valle del Cauca,Dagua,Estados Unidos,1
2018,11,Cundinamarca,Pacho,Países Bajos,1
2018,11,Cauca,Popayán,Curazao,1
2018,11,Bolívar,Cartagena,Alemania,634
2018,11,Chocó,Juradó,Panamá,4
2018,11,San Andres y Providencia,San Andrés,Guyana,1
2018,11,Cundinamarca,Funza,México,5
2018,11,Atlántico,Barranquilla,Bulgaria,2
2018,11,Córdoba,Montelíbano,Estados Unidos,1
2018,11,Antioquia,Itagui,España,4
2018,11,Cundinamarca,El Rosal,Estados Unidos,2
2018,11,Boyacá,Tibasosa,Perú,1
2018,11,Risaralda,Pereira,Myanmar,1
2018,11,Huila,La Plata,Ecuador,2
2018,11,Valle del Cauca,Palmira,Myanmar,2
2018,11,Valle del Cauca,Buenaventura,Montenegro,1
2018,11,Atlántico,Barranquilla,Turquía,9
2018,11,Risaralda,Apía,Guatemala,1
2018,11,Caldas,Manizales,Italia,5
2018,11,Quindío,Filandia,España,2
2018,11,Valle del Cauca,Guacarí,España,1
2018,11,Caldas,Belalcázar,Suiza,1
2018,11,Bogota D.C.,"Bogotá, D.C.",Eslovenia,47
2018,11,Antioquia,Rionegro,Polonia,2
2018,11,Cauca,Popayán,Turquía,1
2018,11,San Andres y Providencia,San Andrés,Argentina,1344
2018,11,Atlántico,Barranquilla,Austria,7
2018,11,Nariño,Ipiales,Australia,4
2018,11,Risaralda,Santuario,Canadá,1
2018,11,Antioquia,Envigado,España,16
2018,11,Risaralda,Balboa,Estados Unidos,1
2018,11,Amazonas,Leticia,Australia,4
2018,11,Cundinamarca,Cajicá,Panamá,2
2018,11,Norte de Santander,Abrego,Estados Unidos,2
2018,11,Antioquia,Medellín,Egipto,4
2018,11,Santander,Barrancabermeja,Reino Unido,2
2018,11,Antioquia,Sabaneta,República Dominicana,1
2018,11,Quindío,Salento,Bélgica,3
2018,11,Cauca,Popayán,Marruecos,1
2018,11,Risaralda,Pereira,Alemania,19
2018,11,Santander,Bucaramanga,Irlanda,1
2018,11,Quindío,Quimbaya,Reino Unido,2
2018,11,Valle del Cauca,Calima,Nueva Zelanda,1
2018,11,Quindío,Armenia,Bélgica,13
2018,11,Valle del Cauca,Jamundí,Alemania,7
2018,11,Boyacá,Ráquira,Ecuador,1
2018,11,Tolima,Ibagué,Costa Rica,6
2018,11,Meta,Granada,Estados Unidos,2
2018,11,Magdalena,Santa Marta,Suiza,49
2018,11,Bogota D.C.,"Bogotá, D.C.",Suiza,957
2018,11,Atlántico,Barranquilla,Bolivia,34
2018,11,Santander,Bucaramanga,Trinidad y Tobago,4
2018,11,Caldas,Salamina,Bolivia,2
2018,11,Antioquia,La Estrella,Panamá,1
2018,11,Bogota D.C.,"Bogotá, D.C.",Hungría,131
2018,11,Nariño,Pasto,México,62
2018,11,Quindío,Montenegro,Chile,2
2018,11,Antioquia,Abejorral,Honduras,1
2018,11,Antioquia,Bello,México,8
2018,11,Valle del Cauca,Tuluá,Panamá,16
2018,11,Antioquia,Itagui,Países Bajos,1
2018,11,Huila,Acevedo,México,1
2018,11,La Guajira,Albania,Chile,6
2018,11,Caldas,Manizales,Bolivia,8
2018,11,Cundinamarca,Sopó,Italia,1
2018,11,Cundinamarca,Chía,Austria,1
2018,11,Valle del Cauca,Andalucía,España,2
2018,11,Cundinamarca,Cachipay,España,1
2018,11,Valle del Cauca,Trujillo,Estados Unidos,4
2018,11,Bolívar,Cartagena,Ecuador,597
2018,11,Antioquia,San Andrés de Cuerquía,Francia,1
2018,11,Tolima,Honda,España,1
2018,11,Atlántico,Barranquilla,Paraguay,16
2018,11,Cundinamarca,Fusagasugá,Cuba,2
2018,11,Santander,Socorro,Estados Unidos,9
2018,11,Sin Especificar,Sin Especificar,Chile,269
2018,11,Cundinamarca,Cajicá,Chile,1
2018,11,Valle del Cauca,Palmira,Suecia,2
2018,11,Cundinamarca,Ricaurte,Estados Unidos,4
2018,11,Magdalena,Santa Marta,Hungría,4
2018,11,Bolívar,Achí,Suiza,1
2018,11,Nariño,Ipiales,Francia,11
2018,11,Atlántico,Barranquilla,Francia,50
2018,11,Caldas,Manizales,Noruega,1
2018,11,Cundinamarca,San Francisco,Hungría,1
2018,11,Cesar,Valledupar,Alemania,1
2018,11,Tolima,Melgar,Panamá,1
2018,11,Cundinamarca,La Mesa,Bolivia,1
2018,11,Valle del Cauca,Palmira,México,16
2018,11,Nariño,Taminango,Estados Unidos,1
2018,11,Antioquia,Cocorná,Estados Unidos,1
2018,11,Bolívar,Cartagena,Canadá,793
2018,11,Cundinamarca,Mosquera,República Dominicana,2
2018,11,Valle del Cauca,Tuluá,Rumania,1
2018,11,Risaralda,Pereira,Montenegro,1
2018,11,Sin Especificar,Sin Especificar,Francia,2
2018,11,Cundinamarca,La Mesa,Perú,1
2018,11,San Andres y Providencia,Providencia,Estados Unidos,15
2018,11,Norte de Santander,Cúcuta,Panamá,31
2018,11,Antioquia,Medellín,Bulgaria,7
2018,11,Risaralda,Santa Rosa de Cabal,Países Bajos,1
2018,11,Antioquia,Medellín,Islandia,4
2018,11,Valle del Cauca,Buenaventura,Italia,5
